# CFL3D results for NASA wall-mounted hump, 817 x 217 grid, no plenum, SST model
# Cp has been shifted by -0.015 to better match experimental reference upstream
#VARIABLES = "x","cp"
#zone, t="CFL3D"
x,cp
 1.095237613E+00, -2.755761743E-01
 1.097693205E+00, -2.727866769E-01
 1.100197077E+00, -2.699494958E-01
 1.102750421E+00, -2.670527101E-01
 1.105354548E+00, -2.640963197E-01
 1.108010769E+00, -2.610922456E-01
 1.110720277E+00, -2.580285668E-01
 1.113484383E+00, -2.549052835E-01
 1.116304636E+00, -2.517343163E-01
 1.119182348E+00, -2.485037446E-01
 1.122118950E+00, -2.452135682E-01
 1.125115752E+00, -2.418757081E-01
 1.128174424E+00, -2.384782434E-01
 1.131296396E+00, -2.350330949E-01
 1.134483218E+00, -2.315283418E-01
 1.137736440E+00, -2.279759049E-01
 1.141057611E+00, -2.243757844E-01
 1.144448638E+00, -2.207399011E-01
 1.147910833E+00, -2.170324922E-01
 1.151446223E+00, -2.132893205E-01
 1.155056357E+00, -2.094984651E-01
 1.158743143E+00, -2.056718469E-01
 1.162508249E+00, -2.017975450E-01
 1.166353703E+00, -1.978874803E-01
 1.170281291E+00, -1.939416528E-01
 1.174292922E+00, -1.899719834E-01
 1.178390741E+00, -1.859665513E-01
 1.182576537E+00, -1.819491982E-01
 1.186852694E+00, -1.778960824E-01
 1.191220999E+00, -1.738310456E-01
 1.195683837E+00, -1.697660089E-01
 1.200243354E+00, -1.656771302E-01
 1.204901814E+00, -1.615882516E-01
 1.209661365E+00, -1.574993730E-01
 1.214524508E+00, -1.534224153E-01
 1.219493747E+00, -1.493573785E-01
 1.224571228E+00, -1.453042626E-01
 1.229759812E+00, -1.412749887E-01
 1.235061765E+00, -1.372814775E-01
 1.240479827E+00, -1.333118081E-01
 1.246016741E+00, -1.293779016E-01
 1.251675129E+00, -1.255035996E-01
 1.257457852E+00, -1.216650680E-01
 1.263367772E+00, -1.178980544E-01
 1.269407868E+00, -1.141906455E-01
 1.275580883E+00, -1.105547622E-01
 1.281890154E+00, -1.069904044E-01
 1.288338661E+00, -1.035094932E-01
 1.294929504E+00, -1.001239493E-01
 1.301666141E+00, -9.682185203E-02
 1.308551788E+00, -9.362704307E-02
 1.315589786E+00, -9.052760154E-02
 1.322783709E+00, -8.754736930E-02
 1.330137134E+00, -8.467442542E-02
 1.337653637E+00, -8.192069083E-02
 1.345336914E+00, -7.928616554E-02
 1.353190780E+00, -7.678277045E-02
 1.361219049E+00, -7.439858466E-02
 1.369425893E+00, -7.214552909E-02
 1.377815127E+00, -7.003552467E-02
 1.386391044E+00, -6.804472953E-02
 1.395157814E+00, -6.619698554E-02
 1.404119730E+00, -6.448037177E-02
 1.413281441E+00, -6.290680915E-02
 1.422647238E+00, -6.145245582E-02
 1.432221770E+00, -6.014115363E-02
 1.442009807E+00, -5.896098167E-02
 1.452016234E+00, -5.790001899E-02
 1.462246060E+00, -5.697018653E-02
 1.472704172E+00, -5.615956336E-02
 1.483395696E+00, -5.546814948E-02
 1.494326115E+00, -5.488402396E-02
 1.505500793E+00, -5.441910774E-02
 1.516925097E+00, -5.404955894E-02
 1.528604746E+00, -5.378729850E-02
 1.540545583E+00, -5.360848457E-02
 1.552753448E+00, -5.352503806E-02
 1.565234303E+00, -5.351311713E-02
 1.577994466E+00, -5.358464271E-02
 1.591040254E+00, -5.371577293E-02
 1.604377866E+00, -5.390650779E-02
 1.618014097E+00, -5.416876823E-02
 1.631955624E+00, -5.446679145E-02
 1.646209359E+00, -5.481249839E-02
 1.660782337E+00, -5.519396812E-02
 1.675681710E+00, -5.561120063E-02
 1.690914989E+00, -5.605227500E-02
 1.706489444E+00, -5.650527030E-02
 1.722413063E+00, -5.699402839E-02
 1.738693476E+00, -5.748278648E-02
 1.755338788E+00, -5.797154456E-02
 1.772357345E+00, -5.847222358E-02
 1.789757371E+00, -5.897290260E-02
 1.807547569E+00, -5.946166068E-02
 1.825736761E+00, -5.995041877E-02
 1.844333768E+00, -6.042725593E-02
 1.863348007E+00, -6.089217216E-02
 1.882788658E+00, -6.133324653E-02
 1.902665496E+00, -6.177432090E-02
 1.922988296E+00, -6.217963248E-02
 1.943766952E+00, -6.258494407E-02
 1.965011954E+00, -6.295449287E-02
 1.986733675E+00, -6.332404166E-02
 2.008942842E+00, -6.365782768E-02
 2.031650543E+00, -6.397969276E-02
 2.054867744E+00, -6.427771598E-02
 2.078606129E+00, -6.455189735E-02
 2.102877378E+00, -6.481415778E-02
 2.127693415E+00, -6.506449729E-02
 2.153066635E+00, -6.529099494E-02
 2.179009438E+00, -6.549365073E-02
 2.205534697E+00, -6.569630653E-02
 2.232655764E+00, -6.587512046E-02
 2.260385513E+00, -6.603009254E-02
 2.288738012E+00, -6.618506461E-02
 2.317727089E+00, -6.632811576E-02
 2.347367287E+00, -6.644732505E-02
 2.377673149E+00, -6.656653434E-02
 2.408659458E+00, -6.667382270E-02
 2.440341711E+00, -6.676919013E-02
 2.472735643E+00, -6.686455756E-02
 2.505856991E+00, -6.694800407E-02
 2.539722443E+00, -6.701952964E-02
 2.574348450E+00, -6.709105521E-02
 2.609752178E+00, -6.716258079E-02
 2.645951271E+00, -6.722218543E-02
 2.682963610E+00, -6.726986915E-02
 2.720807314E+00, -6.732947379E-02
 2.759500980E+00, -6.737715751E-02
 2.799063921E+00, -6.742484123E-02
 2.839515686E+00, -6.746060401E-02
 2.880876303E+00, -6.750828773E-02
 2.923166037E+00, -6.755597144E-02
 2.966406107E+00, -6.759173423E-02
 3.010617256E+00, -6.762749702E-02
 3.055821896E+00, -6.767518073E-02
 3.102042198E+00, -6.771094352E-02
 3.149301052E+00, -6.775862724E-02
 3.197621584E+00, -6.779439002E-02
 3.247027874E+00, -6.784207374E-02
 3.297544241E+00, -6.788975745E-02
 3.349195719E+00, -6.793744117E-02
 3.402007580E+00, -6.798512489E-02
 3.456006289E+00, -6.804472953E-02
 3.511218309E+00, -6.809241325E-02
 3.567670822E+00, -6.815201789E-02
 3.625391960E+00, -6.822354347E-02
 3.684410095E+00, -6.829506904E-02
 3.744754553E+00, -6.833083183E-02
 3.806454897E+00, -6.829506904E-02
 3.869541645E+00, -6.802088767E-02
 3.934046030E+00, -6.786591560E-02
 4.000000000E+00, -6.793744117E-02
