# CFL3D results for NASA wall-mounted hump, 817 x 217 grid, no plenum, SST model
#VARIABLES = "x/c","y/c","u'v'/(Uref^2)"
x,y,uv,u
 6.499999762E-01, 1.164949015E-01, -1.177377533E-03,  2.482811958E-01 
 6.499999762E-01, 1.165105030E-01, -1.233051880E-03,  2.560260296E-01 
 6.499999762E-01, 1.165267006E-01, -1.287496416E-03,  2.637528777E-01 
 6.499999762E-01, 1.165435016E-01, -1.340722549E-03,  2.714588642E-01 
 6.499999762E-01, 1.165610030E-01, -1.392904203E-03,  2.791804671E-01 
 6.499999762E-01, 1.165791005E-01, -1.443579677E-03,  2.868637741E-01 
 6.499999762E-01, 1.165980995E-01, -1.493674936E-03,  2.946265042E-01 
 6.499999762E-01, 1.166177019E-01, -1.541334903E-03,  3.023380935E-01 
 6.499999762E-01, 1.166381985E-01, -1.587554463E-03,  3.101087809E-01 
 6.499999762E-01, 1.166594997E-01, -1.632618834E-03,  3.178986311E-01 
 6.499999762E-01, 1.166817024E-01, -1.676753978E-03,  3.257302046E-01 
 6.499999762E-01, 1.167049035E-01, -1.720128814E-03,  3.336243331E-01 
 6.499999762E-01, 1.167289019E-01, -1.762311440E-03,  3.415061831E-01 
 6.499999762E-01, 1.167540029E-01, -1.803744701E-03,  3.494626880E-01 
 6.499999762E-01, 1.167801023E-01, -1.844153274E-03,  3.574372232E-01 
 6.499999762E-01, 1.168072969E-01, -1.883629011E-03,  3.654468060E-01 
 6.499999762E-01, 1.168356985E-01, -1.922244672E-03,  3.735183477E-01 
 6.499999762E-01, 1.168652996E-01, -1.959900605E-03,  3.816367686E-01 
 6.499999762E-01, 1.168961003E-01, -1.996536972E-03,  3.897856176E-01 
 6.499999762E-01, 1.169281974E-01, -2.032205462E-03,  3.979812562E-01 
 6.499999762E-01, 1.169617027E-01, -2.066961024E-03,  4.062373936E-01 
 6.499999762E-01, 1.169964969E-01, -2.100626240E-03,  4.145131111E-01 
 6.499999762E-01, 1.170329005E-01, -2.133449074E-03,  4.228731990E-01 
 6.499999762E-01, 1.170708016E-01, -2.165267244E-03,  4.312796891E-01 
 6.499999762E-01, 1.171104014E-01, -2.196185058E-03,  4.397639930E-01 
 6.499999762E-01, 1.171516031E-01, -2.226057230E-03,  4.482899606E-01 
 6.499999762E-01, 1.171946004E-01, -2.254951978E-03,  4.568861723E-01 
 6.499999762E-01, 1.172394976E-01, -2.282856964E-03,  4.655582905E-01 
 6.499999762E-01, 1.172861978E-01, -2.309638774E-03,  4.742742777E-01 
 6.499999762E-01, 1.173349991E-01, -2.335391939E-03,  4.830762446E-01 
 6.499999762E-01, 1.173857972E-01, -2.359936712E-03,  4.919320941E-01 
 6.499999762E-01, 1.174388975E-01, -2.383368788E-03,  5.008795857E-01 
 6.499999762E-01, 1.174942032E-01, -2.405567793E-03,  5.098876953E-01 
 6.499999762E-01, 1.175519004E-01, -2.426534193E-03,  5.189729333E-01 
 6.499999762E-01, 1.176121011E-01, -2.446217695E-03,  5.281366706E-01 
 6.499999762E-01, 1.176747978E-01, -2.464535646E-03,  5.373639464E-01 
 6.499999762E-01, 1.177403033E-01, -2.481501549E-03,  5.466846228E-01 
 6.499999762E-01, 1.178086028E-01, -2.497022739E-03,  5.560778379E-01 
 6.499999762E-01, 1.178798974E-01, -2.511051483E-03,  5.655563474E-01 
 6.499999762E-01, 1.179542020E-01, -2.523534233E-03,  5.751054287E-01 
 6.499999762E-01, 1.180317029E-01, -2.534436993E-03,  5.847327113E-01 
 6.499999762E-01, 1.181124970E-01, -2.543708775E-03,  5.944316387E-01 
 6.499999762E-01, 1.181968972E-01, -2.551326761E-03,  6.042215824E-01 
 6.499999762E-01, 1.182847992E-01, -2.557224361E-03,  6.140710115E-01 
 6.499999762E-01, 1.183765978E-01, -2.561382484E-03,  6.240054369E-01 
 6.499999762E-01, 1.184723973E-01, -2.563757356E-03,  6.340153813E-01 
 6.499999762E-01, 1.185721979E-01, -2.564314753E-03,  6.440804601E-01 
 6.499999762E-01, 1.186764017E-01, -2.563028131E-03,  6.542210579E-01 
 6.499999762E-01, 1.187850013E-01, -2.559869550E-03,  6.644147038E-01 
 6.499999762E-01, 1.188983992E-01, -2.554805716E-03,  6.746779084E-01 
 6.499999762E-01, 1.190166026E-01, -2.547817072E-03,  6.849886179E-01 
 6.499999762E-01, 1.191399992E-01, -2.538866363E-03,  6.953585744E-01 
 6.499999762E-01, 1.192686036E-01, -2.527941484E-03,  7.057670355E-01 
 6.499999762E-01, 1.194028035E-01, -2.515000990E-03,  7.162210941E-01 
 6.499999762E-01, 1.195427999E-01, -2.500019735E-03,  7.267137766E-01 
 6.499999762E-01, 1.196888983E-01, -2.482960932E-03,  7.372434139E-01 
 6.499999762E-01, 1.198412031E-01, -2.463813638E-03,  7.477938533E-01 
 6.499999762E-01, 1.200001016E-01, -2.442536876E-03,  7.583668828E-01 
 6.499999762E-01, 1.201658994E-01, -2.419103868E-03,  7.689566016E-01 
 6.499999762E-01, 1.203389019E-01, -2.393493894E-03,  7.795555592E-01 
 6.499999762E-01, 1.205193028E-01, -2.365715802E-03,  7.901479602E-01 
 6.499999762E-01, 1.207074970E-01, -2.335764701E-03,  8.007283211E-01 
 6.499999762E-01, 1.209039018E-01, -2.303650370E-03,  8.112887740E-01 
 6.499999762E-01, 1.211087033E-01, -2.269447781E-03,  8.218069077E-01 
 6.499999762E-01, 1.213224977E-01, -2.233196283E-03,  8.322770596E-01 
 6.499999762E-01, 1.215455011E-01, -2.195038833E-03,  8.426720500E-01 
 6.499999762E-01, 1.217781976E-01, -2.155121416E-03,  8.529781103E-01 
 6.499999762E-01, 1.220211014E-01, -2.113639610E-03,  8.631761074E-01 
 6.499999762E-01, 1.222745031E-01, -2.070887480E-03,  8.732346892E-01 
 6.499999762E-01, 1.225389019E-01, -2.027187264E-03,  8.831285238E-01 
 6.499999762E-01, 1.228149012E-01, -1.982909627E-03,  8.928341269E-01 
 6.499999762E-01, 1.231029034E-01, -1.938513713E-03,  9.023182988E-01 
 6.499999762E-01, 1.234034970E-01, -1.894473797E-03,  9.115557671E-01 
 6.499999762E-01, 1.237171963E-01, -1.851300360E-03,  9.205191731E-01 
 6.499999762E-01, 1.240447015E-01, -1.809477224E-03,  9.291896224E-01 
 6.499999762E-01, 1.243864968E-01, -1.769487397E-03,  9.375467896E-01 
 6.499999762E-01, 1.247432977E-01, -1.731725875E-03,  9.455818534E-01 
 6.499999762E-01, 1.251157969E-01, -1.696509309E-03,  9.532910585E-01 
 6.499999762E-01, 1.255044937E-01, -1.664071344E-03,  9.606736302E-01 
 6.499999762E-01, 1.259101927E-01, -1.634509652E-03,  9.677402973E-01 
 6.499999762E-01, 1.263336986E-01, -1.607822138E-03,  9.745071530E-01 
 6.499999762E-01, 1.267755926E-01, -1.583929872E-03,  9.809898734E-01 
 6.499999762E-01, 1.272369027E-01, -1.562655438E-03,  9.872134328E-01 
 6.499999762E-01, 1.277181953E-01, -1.543792430E-03,  9.931973219E-01 
 6.499999762E-01, 1.282204986E-01, -1.527092652E-03,  9.989674091E-01 
 6.499999762E-01, 1.287447959E-01, -1.512333634E-03,  1.004547119E+00 
 6.499999762E-01, 1.292918026E-01, -1.499356702E-03,  1.009954929E+00 
 6.499999762E-01, 1.298626065E-01, -1.487901900E-03,  1.015210986E+00 
 6.499999762E-01, 1.304582059E-01, -1.475517638E-03,  1.020334721E+00 
 6.499999762E-01, 1.310797036E-01, -1.460412983E-03,  1.025349379E+00 
 6.499999762E-01, 1.317282021E-01, -1.445816946E-03,  1.030275583E+00 
 6.499999762E-01, 1.324048936E-01, -1.432694611E-03,  1.035128355E+00 
 6.499999762E-01, 1.331108958E-01, -1.420330722E-03,  1.039919019E+00 
 6.499999762E-01, 1.338475943E-01, -1.408368582E-03,  1.044659019E+00 
 6.499999762E-01, 1.346161962E-01, -1.396531356E-03,  1.049357414E+00 
 6.499999762E-01, 1.354182065E-01, -1.384575269E-03,  1.054024696E+00 
 6.499999762E-01, 1.362549067E-01, -1.372301485E-03,  1.058669090E+00 
 6.499999762E-01, 1.371279955E-01, -1.359535730E-03,  1.063300729E+00 
 6.499999762E-01, 1.380387992E-01, -1.346133300E-03,  1.067927122E+00 
 6.499999762E-01, 1.389891952E-01, -1.331957523E-03,  1.072557926E+00 
 6.499999762E-01, 1.399807930E-01, -1.316883252E-03,  1.077201009E+00 
 6.499999762E-01, 1.410153955E-01, -1.300783246E-03,  1.081864834E+00 
 6.499999762E-01, 1.420948058E-01, -1.283523627E-03,  1.086556435E+00 
 6.499999762E-01, 1.432210058E-01, -1.264957595E-03,  1.091283441E+00 
 6.499999762E-01, 1.443960965E-01, -1.244925894E-03,  1.096053123E+00 
 6.499999762E-01, 1.456221044E-01, -1.223262516E-03,  1.100870967E+00 
 6.499999762E-01, 1.469012052E-01, -1.199816237E-03,  1.105742931E+00 
 6.499999762E-01, 1.482359022E-01, -1.174643636E-03,  1.110674500E+00 
 6.499999762E-01, 1.496284008E-01, -1.147804665E-03,  1.115671396E+00 
 6.499999762E-01, 1.510812938E-01, -1.117103267E-03,  1.120744705E+00 
 6.499999762E-01, 1.525972933E-01, -1.081533730E-03,  1.125904918E+00 
 6.499999762E-01, 1.541790068E-01, -1.043617376E-03,  1.131156802E+00 
 6.499999762E-01, 1.558292955E-01, -1.003268757E-03,  1.136499882E+00 
 6.499999762E-01, 1.575511992E-01, -9.603364742E-04,  1.141934752E+00 
 6.499999762E-01, 1.593476981E-01, -9.147290257E-04,  1.147461295E+00 
 6.499999762E-01, 1.612222940E-01, -8.663924527E-04,  1.153079987E+00 
 6.499999762E-01, 1.631781012E-01, -8.153115632E-04,  1.158785939E+00 
 6.499999762E-01, 1.652188003E-01, -7.614890346E-04,  1.164572835E+00 
 6.499999762E-01, 1.673479974E-01, -7.049955893E-04,  1.170428395E+00 
 6.499999762E-01, 1.695697010E-01, -6.459743017E-04,  1.176334620E+00 
 6.499999762E-01, 1.718876958E-01, -5.848110304E-04,  1.182262301E+00 
 6.499999762E-01, 1.743061990E-01, -5.223493790E-04,  1.188165307E+00 
 6.499999762E-01, 1.768296957E-01, -4.598536470E-04,  1.193974376E+00 
 6.499999762E-01, 1.794627011E-01, -3.935904824E-04,  1.199616909E+00 
 6.499999762E-01, 1.822099984E-01, -3.208589624E-04,  1.205028057E+00 
 6.499999762E-01, 1.850764006E-01, -2.473983914E-04,  1.210105300E+00 
 6.499999762E-01, 1.880671978E-01, -1.769080554E-04,  1.214682937E+00 
 6.499999762E-01, 1.911877990E-01, -1.129180528E-04,  1.218557715E+00 
 6.499999762E-01, 1.944438070E-01, -5.957028407E-05,  1.221527338E+00 
 6.499999762E-01, 1.978410035E-01, -2.020179272E-05,  1.223439693E+00 
 6.499999762E-01, 2.013857067E-01, 3.805546385E-06 ,  1.224252105E+00 
 6.499999762E-01, 2.050842047E-01, 1.381972106E-05 ,  1.224079490E+00 
 6.499999762E-01, 2.089432031E-01, 1.396201878E-05 ,  1.223197222E+00 
 6.499999762E-01, 2.129696012E-01, 9.700419469E-06 ,  1.221962929E+00 
 6.499999762E-01, 2.171707004E-01, 5.335214610E-06 ,  1.220676303E+00 
 6.499999762E-01, 2.215541005E-01, 2.533214911E-06 ,  1.219477296E+00 
 6.499999762E-01, 2.261276990E-01, 1.112284281E-06 ,  1.218362093E+00 
 6.499999762E-01, 2.308997959E-01, 4.681558607E-07 ,  1.217270017E+00 
 6.499999762E-01, 2.358788997E-01, 1.906716705E-07 ,  1.216150284E+00 
 6.499999762E-01, 2.410741001E-01, 7.582234218E-08 ,  1.214977980E+00 
 6.499999762E-01, 2.464946955E-01, 3.044786112E-08 ,  1.213744164E+00 
 6.499999762E-01, 2.521505058E-01, 1.341405209E-08 ,  1.212445259E+00 
 6.499999762E-01, 2.580518126E-01, 7.336898200E-09 ,  1.211079955E+00 
 6.499999762E-01, 2.642090023E-01, 5.260465397E-09 ,  1.209647417E+00 
 6.499999762E-01, 2.706334889E-01, 4.559128630E-09 ,  1.208147764E+00 
 6.499999762E-01, 2.773366868E-01, 4.300226397E-09 ,  1.206581116E+00 
 6.499999762E-01, 2.843307853E-01, 4.172649781E-09 ,  1.204948306E+00 
 6.499999762E-01, 2.916283906E-01, 4.079280913E-09 ,  1.203250051E+00 
 6.499999762E-01, 2.992425859E-01, 3.991917019E-09 ,  1.201487660E+00 
 6.499999762E-01, 3.071871996E-01, 3.903086299E-09 ,  1.199662566E+00 
 6.499999762E-01, 3.154765964E-01, 3.811130966E-09 ,  1.197776318E+00 
 6.499999762E-01, 3.241255879E-01, 3.715899144E-09 ,  1.195831299E+00 
 6.499999762E-01, 3.331499100E-01, 3.617583566E-09 ,  1.193829775E+00 
 6.499999762E-01, 3.425656855E-01, 3.516441360E-09 ,  1.191774487E+00 
 6.499999762E-01, 3.523901999E-01, 3.412719884E-09 ,  1.189668655E+00 
 6.499999762E-01, 3.626408875E-01, 3.306658281E-09 ,  1.187515736E+00 
 6.499999762E-01, 3.733364046E-01, 3.198477483E-09 ,  1.185319901E+00 
 6.499999762E-01, 3.844959140E-01, 3.088390432E-09 ,  1.183085203E+00 
 6.499999762E-01, 3.961397111E-01, 2.976600744E-09 ,  1.180816531E+00 
 6.499999762E-01, 4.082886875E-01, 2.863311366E-09 ,  1.178518891E+00 
 6.499999762E-01, 4.209648073E-01, 2.748724137E-09 ,  1.176198006E+00 
 6.499999762E-01, 4.341908991E-01, 2.633044671E-09 ,  1.173859596E+00 
 6.499999762E-01, 4.479908943E-01, 2.516483910E-09 ,  1.171510100E+00 
 6.499999762E-01, 4.623895884E-01, 2.399263899E-09 ,  1.169156194E+00 
 6.499999762E-01, 4.774130881E-01, 2.281616007E-09 ,  1.166804910E+00 
 6.499999762E-01, 4.930885136E-01, 2.163788482E-09 ,  1.164463401E+00 
 6.499999762E-01, 5.094438791E-01, 2.046051550E-09 ,  1.162139654E+00 
 6.499999762E-01, 5.265089869E-01, 1.928717852E-09 ,  1.159841537E+00 
 6.499999762E-01, 5.443145037E-01, 1.812091588E-09 ,  1.157576442E+00 
 6.499999762E-01, 5.628924966E-01, 1.696543017E-09 ,  1.155352831E+00 
 6.499999762E-01, 5.822765231E-01, 1.582451503E-09 ,  1.153179049E+00 
 6.499999762E-01, 6.025015712E-01, 1.470242816E-09 ,  1.151063323E+00 
 6.499999762E-01, 6.236041188E-01, 1.360301649E-09 ,  1.149013877E+00 
 6.499999762E-01, 6.456223130E-01, 1.253803728E-09 ,  1.147040129E+00 
 6.499999762E-01, 6.685956120E-01, 1.152877793E-09 ,  1.145147085E+00 
 6.499999762E-01, 6.925656796E-01, 1.062852251E-09 ,  1.143337607E+00 
 6.499999762E-01, 7.175757289E-01, 9.835628978E-10 ,  1.141587615E+00 
 6.499999762E-01, 7.436707020E-01, 8.981375643E-10 ,  1.139907122E+00 
 6.499999762E-01, 7.708979249E-01, 7.522198420E-10 ,  1.138406873E+00 
 6.499999762E-01, 7.993062735E-01, 6.360076910E-10 ,  1.137584329E+00 
 6.499999762E-01, 8.289471269E-01, 1.093331314E-09 ,  1.136930823E+00 
 6.499999762E-01, 8.598734736E-01, 1.521724413E-09 ,  1.132765532E+00 
 6.499999762E-01, 8.921396732E-01, 0.000000000E+00 ,  1.129120111E+00 
 8.000000119E-01, 2.460199967E-02, 0.000000000E+00 ,  -3.023989557E-04
 8.000000119E-01, 2.461059950E-02, 4.252353678E-13 ,  -2.182691591E-03
 8.000000119E-01, 2.461968921E-02, 9.286969631E-12 ,  -4.174063914E-03
 8.000000119E-01, 2.462900989E-02, 7.766341736E-11 ,  -6.217209157E-03
 8.000000119E-01, 2.463857085E-02, 4.108034746E-10 ,  -8.316882886E-03
 8.000000119E-01, 2.464839071E-02, 1.604634758E-09 ,  -1.047922764E-02
 8.000000119E-01, 2.465848066E-02, 4.746421478E-09 ,  -1.270578895E-02
 8.000000119E-01, 2.466885932E-02, 1.178012976E-08 ,  -1.500141062E-02
 8.000000119E-01, 2.467953973E-02, 2.589153958E-08 ,  -1.736691222E-02
 8.000000119E-01, 2.469055913E-02, 5.278701209E-08 ,  -1.980897598E-02
 8.000000119E-01, 2.470193058E-02, 1.032390102E-07 ,  -2.233820036E-02
 8.000000119E-01, 2.471365966E-02, 1.880460445E-07 ,  -2.494966052E-02
 8.000000119E-01, 2.472578920E-02, 3.243719391E-07 ,  -2.765668370E-02
 8.000000119E-01, 2.473831922E-02, 5.404391459E-07 ,  -3.045341745E-02
 8.000000119E-01, 2.475129999E-02, 8.833190464E-07 ,  -3.335378692E-02
 8.000000119E-01, 2.476472966E-02, 1.389870590E-06 ,  -3.635916114E-02
 8.000000119E-01, 2.477863990E-02, 2.118737257E-06 ,  -3.946634755E-02
 8.000000119E-01, 2.479306050E-02, 3.177401368E-06 ,  -4.267857596E-02
 8.000000119E-01, 2.480801009E-02, 4.672891919E-06 ,  -4.600319639E-02
 8.000000119E-01, 2.482352033E-02, 6.690787814E-06 ,  -4.942710698E-02
 8.000000119E-01, 2.483961917E-02, 9.347905689E-06 ,  -5.294851586E-02
 8.000000119E-01, 2.485634014E-02, 1.288037220E-05 ,  -5.655924231E-02
 8.000000119E-01, 2.487370931E-02, 1.735346268E-05 ,  -6.025259197E-02
 8.000000119E-01, 2.489176020E-02, 2.283914546E-05 ,  -6.399630755E-02
 8.000000119E-01, 2.491050959E-02, 2.935927660E-05 ,  -6.777060032E-02
 8.000000119E-01, 2.493002079E-02, 3.701453898E-05 ,  -7.156542689E-02
 8.000000119E-01, 2.495029941E-02, 4.565625932E-05 ,  -7.535490394E-02
 8.000000119E-01, 2.497139946E-02, 5.510669871E-05 ,  -7.909064740E-02
 8.000000119E-01, 2.499335073E-02, 6.516624853E-05 ,  -8.275526762E-02
 8.000000119E-01, 2.501620911E-02, 7.560544327E-05 ,  -8.633779734E-02
 8.000000119E-01, 2.503998950E-02, 8.614909166E-05 ,  -8.981621265E-02
 8.000000119E-01, 2.506476082E-02, 9.660426440E-05 ,  -9.317641705E-02
 8.000000119E-01, 2.509054914E-02, 1.067657140E-04 ,  -9.637795389E-02
 8.000000119E-01, 2.511741035E-02, 1.164818459E-04 ,  -9.942980111E-02
 8.000000119E-01, 2.514538914E-02, 1.256266551E-04 ,  -1.023360491E-01
 8.000000119E-01, 2.517453954E-02, 1.340436138E-04 ,  -1.050957739E-01
 8.000000119E-01, 2.520490997E-02, 1.417080202E-04 ,  -1.077077091E-01
 8.000000119E-01, 2.523656003E-02, 1.486401306E-04 ,  -1.101769358E-01
 8.000000119E-01, 2.526954003E-02, 1.548344444E-04 ,  -1.124915779E-01
 8.000000119E-01, 2.530392073E-02, 1.602973934E-04 ,  -1.146623045E-01
 8.000000119E-01, 2.533975057E-02, 1.650481136E-04 ,  -1.167043820E-01
 8.000000119E-01, 2.537710033E-02, 1.691131474E-04 ,  -1.186259165E-01
 8.000000119E-01, 2.541604079E-02, 1.724887697E-04 ,  -1.204333827E-01
 8.000000119E-01, 2.545664087E-02, 1.752105745E-04 ,  -1.221332327E-01
 8.000000119E-01, 2.549898066E-02, 1.773520344E-04 ,  -1.237316355E-01
 8.000000119E-01, 2.554311045E-02, 1.789405942E-04 ,  -1.252341270E-01
 8.000000119E-01, 2.558914013E-02, 1.800060563E-04 ,  -1.266462505E-01
 8.000000119E-01, 2.563714050E-02, 1.805747597E-04 ,  -1.279653758E-01
 8.000000119E-01, 2.568719909E-02, 1.806707878E-04 ,  -1.292079538E-01
 8.000000119E-01, 2.573939972E-02, 1.803157356E-04 ,  -1.303782314E-01
 8.000000119E-01, 2.579385042E-02, 1.795257995E-04 ,  -1.314806789E-01
 8.000000119E-01, 2.585064061E-02, 1.783158659E-04 ,  -1.325194538E-01
 8.000000119E-01, 2.590987086E-02, 1.766948990E-04 ,  -1.334981918E-01
 8.000000119E-01, 2.597164921E-02, 1.746601629E-04 ,  -1.344204098E-01
 8.000000119E-01, 2.603610046E-02, 1.722372253E-04 ,  -1.352891922E-01
 8.000000119E-01, 2.610331960E-02, 1.694323291E-04 ,  -1.361073256E-01
 8.000000119E-01, 2.617345005E-02, 1.662461873E-04 ,  -1.368774176E-01
 8.000000119E-01, 2.624659985E-02, 1.626808953E-04 ,  -1.376016736E-01
 8.000000119E-01, 2.632291056E-02, 1.587350416E-04 ,  -1.382822245E-01
 8.000000119E-01, 2.640252002E-02, 1.544059196E-04 ,  -1.389207095E-01
 8.000000119E-01, 2.648556978E-02, 1.496912882E-04 ,  -1.395157278E-01
 8.000000119E-01, 2.657221071E-02, 1.445846865E-04 ,  -1.400721371E-01
 8.000000119E-01, 2.666259930E-02, 1.390791876E-04 ,  -1.405916065E-01
 8.000000119E-01, 2.675689943E-02, 1.331665553E-04 ,  -1.410749406E-01
 8.000000119E-01, 2.685528994E-02, 1.268377237E-04 ,  -1.415234208E-01
 8.000000119E-01, 2.695792913E-02, 1.200847910E-04 ,  -1.419376582E-01
 8.000000119E-01, 2.706502005E-02, 1.128936565E-04 ,  -1.423183829E-01
 8.000000119E-01, 2.717675082E-02, 1.052535881E-04 ,  -1.426661462E-01
 8.000000119E-01, 2.729333006E-02, 9.715194028E-05 ,  -1.429815143E-01
 8.000000119E-01, 2.741494961E-02, 8.857445209E-05 ,  -1.432647109E-01
 8.000000119E-01, 2.754184976E-02, 7.950689906E-05 ,  -1.435160041E-01
 8.000000119E-01, 2.767425030E-02, 6.993219722E-05 ,  -1.437356323E-01
 8.000000119E-01, 2.781240083E-02, 5.983190567E-05 ,  -1.439236104E-01
 8.000000119E-01, 2.795653977E-02, 4.919236744E-05 ,  -1.440798938E-01
 8.000000119E-01, 2.810692973E-02, 3.799573460E-05 ,  -1.442044377E-01
 8.000000119E-01, 2.826385014E-02, 2.622291504E-05 ,  -1.442970335E-01
 8.000000119E-01, 2.842758037E-02, 1.386083386E-05 ,  -1.443574578E-01
 8.000000119E-01, 2.859842032E-02, 8.819739605E-07 ,  -1.443853080E-01
 8.000000119E-01, 2.877667919E-02, -1.273375346E-05,  -1.443801224E-01
 8.000000119E-01, 2.896266989E-02, -2.700624100E-05,  -1.443414688E-01
 8.000000119E-01, 2.915675007E-02, -4.195756628E-05,  -1.442687213E-01
 8.000000119E-01, 2.935924940E-02, -5.761157809E-05,  -1.441612244E-01
 8.000000119E-01, 2.957056090E-02, -7.399467722E-05,  -1.440182626E-01
 8.000000119E-01, 2.979104035E-02, -9.112760745E-05,  -1.438390017E-01
 8.000000119E-01, 3.002109937E-02, -1.090367514E-04,  -1.436225772E-01
 8.000000119E-01, 3.026117012E-02, -1.277476404E-04,  -1.433679760E-01
 8.000000119E-01, 3.051166981E-02, -1.472852600E-04,  -1.430741996E-01
 8.000000119E-01, 3.077306040E-02, -1.676762040E-04,  -1.427400261E-01
 8.000000119E-01, 3.104580939E-02, -1.889469131E-04,  -1.423643231E-01
 8.000000119E-01, 3.133042902E-02, -2.111304639E-04,  -1.419456601E-01
 8.000000119E-01, 3.162743151E-02, -2.342495718E-04,  -1.414828300E-01
 8.000000119E-01, 3.193734959E-02, -2.583203313E-04,  -1.409744173E-01
 8.000000119E-01, 3.226074949E-02, -2.833781182E-04,  -1.404186934E-01
 8.000000119E-01, 3.259823099E-02, -3.094530839E-04,  -1.398135722E-01
 8.000000119E-01, 3.295040131E-02, -3.365735756E-04,  -1.391576380E-01
 8.000000119E-01, 3.331790119E-02, -3.647659032E-04,  -1.384489536E-01
 8.000000119E-01, 3.370140120E-02, -3.940570459E-04,  -1.376854777E-01
 8.000000119E-01, 3.410160914E-02, -4.244665324E-04,  -1.368650347E-01
 8.000000119E-01, 3.451925144E-02, -4.560086527E-04,  -1.359853745E-01
 8.000000119E-01, 3.495509923E-02, -4.887315445E-04,  -1.350440234E-01
 8.000000119E-01, 3.540993854E-02, -5.226592184E-04,  -1.340384483E-01
 8.000000119E-01, 3.588461876E-02, -5.578169366E-04,  -1.329659075E-01
 8.000000119E-01, 3.638000041E-02, -5.942050484E-04,  -1.318238080E-01
 8.000000119E-01, 3.689699993E-02, -6.318584201E-04,  -1.306093335E-01
 8.000000119E-01, 3.743657842E-02, -6.708110450E-04,  -1.293188334E-01
 8.000000119E-01, 3.799973056E-02, -7.110857405E-04,  -1.279485822E-01
 8.000000119E-01, 3.858748823E-02, -7.526825066E-04,  -1.264950931E-01
 8.000000119E-01, 3.920096159E-02, -7.956059999E-04,  -1.249544993E-01
 8.000000119E-01, 3.984129056E-02, -8.398530190E-04,  -1.233226061E-01
 8.000000119E-01, 4.050967097E-02, -8.854427142E-04,  -1.215950027E-01
 8.000000119E-01, 4.120736942E-02, -9.323299164E-04,  -1.197675467E-01
 8.000000119E-01, 4.193571955E-02, -9.805405280E-04,  -1.178351566E-01
 8.000000119E-01, 4.269611090E-02, -1.030068262E-03,  -1.157925054E-01
 8.000000119E-01, 4.349001125E-02, -1.080943737E-03,  -1.136325747E-01
 8.000000119E-01, 4.431898892E-02, -1.133106067E-03,  -1.113493219E-01
 8.000000119E-01, 4.518466070E-02, -1.186507405E-03,  -1.089360043E-01
 8.000000119E-01, 4.608878121E-02, -1.241064165E-03,  -1.063859016E-01
 8.000000119E-01, 4.703319818E-02, -1.296777278E-03,  -1.036905795E-01
 8.000000119E-01, 4.801987112E-02, -1.353615662E-03,  -1.008412987E-01
 8.000000119E-01, 4.905087128E-02, -1.411598991E-03,  -9.782592952E-02
 8.000000119E-01, 5.012841150E-02, -1.470648916E-03,  -9.463322908E-02
 8.000000119E-01, 5.125483871E-02, -1.530598965E-03,  -9.125225246E-02
 8.000000119E-01, 5.243266001E-02, -1.591557520E-03,  -8.766731620E-02
 8.000000119E-01, 5.366449058E-02, -1.653568586E-03,  -8.386120945E-02
 8.000000119E-01, 5.495312065E-02, -1.716867322E-03,  -7.981055230E-02
 8.000000119E-01, 5.630144104E-02, -1.781484112E-03,  -7.549366355E-02
 8.000000119E-01, 5.771246180E-02, -1.847999054E-03,  -7.087923586E-02
 8.000000119E-01, 5.918927118E-02, -1.917212154E-03,  -6.592879444E-02
 8.000000119E-01, 6.073500961E-02, -1.990539953E-03,  -6.059099361E-02
 8.000000119E-01, 6.235283986E-02, -2.070300514E-03,  -5.479785427E-02
 8.000000119E-01, 6.404584646E-02, -2.160206670E-03,  -4.845875874E-02
 8.000000119E-01, 6.581704319E-02, -2.265770454E-03,  -4.143606126E-02
 8.000000119E-01, 6.766927242E-02, -2.392927883E-03,  -3.353214264E-02
 8.000000119E-01, 6.960518658E-02, -2.551503247E-03,  -2.448609099E-02
 8.000000119E-01, 7.162714750E-02, -2.762326039E-03,  -1.396251097E-02
 8.000000119E-01, 7.373721153E-02, -3.042388009E-03,  -1.577314921E-03
 8.000000119E-01, 7.593709230E-02, -3.413022729E-03,  1.321709342E-02 
 8.000000119E-01, 7.822805643E-02, -3.903911682E-03,  3.109256923E-02 
 8.000000119E-01, 8.061090857E-02, -4.540522583E-03,  5.301105231E-02 
 8.000000119E-01, 8.308566362E-02, -5.332895555E-03,  8.016687632E-02 
 8.000000119E-01, 8.565040678E-02, -6.348790601E-03,  1.137293577E-01 
 8.000000119E-01, 8.830024302E-02, -7.560116239E-03,  1.546522975E-01 
 8.000000119E-01, 9.106179327E-02, -8.883200586E-03,  2.043959647E-01 
 8.000000119E-01, 9.393245727E-02, -1.031353697E-02,  2.643747926E-01 
 8.000000119E-01, 9.689517319E-02, -1.165532693E-02,  3.354475200E-01 
 8.000000119E-01, 9.996260703E-02, -1.261069532E-02,  4.182875454E-01 
 8.000000119E-01, 1.031429991E-01, -1.278072316E-02,  5.125376582E-01 
 8.000000119E-01, 1.064440981E-01, -1.187116839E-02,  6.148985028E-01 
 8.000000119E-01, 1.098740026E-01, -9.865121916E-03,  7.194576263E-01 
 8.000000119E-01, 1.134418994E-01, -7.244107313E-03,  8.173527718E-01 
