# CFL3D results for NASA wall-mounted hump, 817 x 217 grid, no plenum, SST model
#VARIABLES = "x/c","y/c","u'v'/(Uref^2)"
x,y,uv,u
 8.000000119E-01, 1.171569973E-01, -4.691183101E-03,  9.000573158E-01 
 8.000000119E-01, 1.210296005E-01, -2.740931697E-03,  9.619250894E-01 
 8.000000119E-01, 1.250700951E-01, -1.514685224E-03,  1.003559232E+00 
 8.000000119E-01, 1.292891949E-01, -8.750206325E-04,  1.029994726E+00 
 8.000000119E-01, 1.336977035E-01, -6.231740117E-04,  1.047486067E+00 
 8.000000119E-01, 1.383063942E-01, -5.829657312E-04,  1.061506271E+00 
 8.000000119E-01, 1.431255043E-01, -6.281590322E-04,  1.075086117E+00 
 8.000000119E-01, 1.481648982E-01, -6.748509477E-04,  1.089218259E+00 
 8.000000119E-01, 1.534342021E-01, -6.811195053E-04,  1.103829503E+00 
 8.000000119E-01, 1.589422971E-01, -6.376627134E-04,  1.118500113E+00 
 8.000000119E-01, 1.646984965E-01, -5.501265405E-04,  1.132721066E+00 
 8.000000119E-01, 1.707119048E-01, -4.299337161E-04,  1.145866990E+00 
 8.000000119E-01, 1.769924015E-01, -2.952167124E-04,  1.157181144E+00 
 8.000000119E-01, 1.835501939E-01, -1.700681896E-04,  1.165932417E+00 
 8.000000119E-01, 1.903962940E-01, -7.583813567E-05,  1.171711326E+00 
 8.000000119E-01, 1.975425035E-01, -2.098739424E-05,  1.174666643E+00 
 8.000000119E-01, 2.050012052E-01, 1.129581165E-06 ,  1.175482512E+00 
 8.000000119E-01, 2.127856016E-01, 5.076024081E-06 ,  1.175100207E+00 
 8.000000119E-01, 2.209094018E-01, 3.256624268E-06 ,  1.174329996E+00 
 8.000000119E-01, 2.293871045E-01, 1.440084361E-06 ,  1.173632503E+00 
 8.000000119E-01, 2.382338047E-01, 5.837365507E-07 ,  1.173112631E+00 
 8.000000119E-01, 2.474655956E-01, 2.494380169E-07 ,  1.172683954E+00 
 8.000000119E-01, 2.570987046E-01, 1.067373532E-07 ,  1.172226906E+00 
 8.000000119E-01, 2.671507001E-01, 4.213251970E-08 ,  1.171674013E+00 
 8.000000119E-01, 2.776395082E-01, 1.512565895E-08 ,  1.171011090E+00 
 8.000000119E-01, 2.885839939E-01, 5.448153040E-09 ,  1.170246005E+00 
 8.000000119E-01, 3.000038862E-01, 2.443253377E-09 ,  1.169388413E+00 
 8.000000119E-01, 3.119196892E-01, 1.643718495E-09 ,  1.168441892E+00 
 8.000000119E-01, 3.243530095E-01, 1.474509959E-09 ,  1.167406440E+00 
 8.000000119E-01, 3.373259902E-01, 1.456267218E-09 ,  1.166283131E+00 
 8.000000119E-01, 3.508622050E-01, 1.463376198E-09 ,  1.165074944E+00 
 8.000000119E-01, 3.649860024E-01, 1.466723298E-09 ,  1.163786411E+00 
 8.000000119E-01, 3.797227144E-01, 1.462514998E-09 ,  1.162423611E+00 
 8.000000119E-01, 3.950990140E-01, 1.448942855E-09 ,  1.160992742E+00 
 8.000000119E-01, 4.111424983E-01, 1.426630702E-09 ,  1.159501910E+00 
 8.000000119E-01, 4.278821945E-01, 1.396197491E-09 ,  1.157959461E+00 
 8.000000119E-01, 4.453482032E-01, 1.358104740E-09 ,  1.156375051E+00 
 8.000000119E-01, 4.635719061E-01, 1.312880360E-09 ,  1.154758692E+00 
 8.000000119E-01, 4.825862944E-01, 1.261076465E-09 ,  1.153122783E+00 
 8.000000119E-01, 5.024256110E-01, 1.203270927E-09 ,  1.151481152E+00 
 8.000000119E-01, 5.231255293E-01, 1.139912609E-09 ,  1.149843335E+00 
 8.000000119E-01, 5.447232723E-01, 1.071570388E-09 ,  1.148223996E+00 
 8.000000119E-01, 5.672580004E-01, 9.985382521E-10 ,  1.146635294E+00 
 8.000000119E-01, 5.907701254E-01, 9.212118290E-10 ,  1.145094752E+00 
 8.000000119E-01, 6.153020263E-01, 8.392480044E-10 ,  1.143617153E+00 
 8.000000119E-01, 6.408979297E-01, 7.534827762E-10 ,  1.142222881E+00 
 8.000000119E-01, 6.676039100E-01, 6.635202388E-10 ,  1.140929461E+00 
 8.000000119E-01, 6.954681277E-01, 5.786266466E-10 ,  1.139743447E+00 
 8.000000119E-01, 7.245407104E-01, 4.850480573E-10 ,  1.138682008E+00 
 8.000000119E-01, 7.548741102E-01, 3.537155568E-10 ,  1.137837887E+00 
 8.000000119E-01, 7.865226865E-01, 1.577313002E-10 ,  1.137637258E+00 
 8.000000119E-01, 8.195437789E-01, 2.930455323E-10 ,  1.137629986E+00 
 8.000000119E-01, 8.539971709E-01, 6.945267694E-10 ,  1.135499597E+00 
 8.000000119E-01, 8.899599910E-01, 0.000000000E+00 ,  1.133072734E+00 
 8.999999762E-01, 4.790000152E-03, 0.000000000E+00 ,  -1.884551602E-03
 8.999999762E-01, 4.791379906E-03, 1.052296163E-12 ,  -2.613825491E-03
 8.999999762E-01, 4.801162984E-03, 6.666325131E-11 ,  -7.787785027E-03
 8.999999762E-01, 4.811204970E-03, 8.471396917E-10 ,  -1.309220679E-02
 8.999999762E-01, 4.821525887E-03, 5.155245564E-09 ,  -1.853283495E-02
 8.999999762E-01, 4.832144827E-03, 2.220738260E-08 ,  -2.411625907E-02
 8.999999762E-01, 4.843079019E-03, 7.688276327E-08 ,  -2.986059710E-02
 8.999999762E-01, 4.854348954E-03, 2.055568444E-07 ,  -3.576442599E-02
 8.999999762E-01, 4.865976050E-03, 4.787687544E-07 ,  -4.184097424E-02
 8.999999762E-01, 4.877979867E-03, 1.050740821E-06 ,  -4.809921235E-02
 8.999999762E-01, 4.890381824E-03, 2.058977771E-06 ,  -5.453977734E-02
 8.999999762E-01, 4.903207067E-03, 3.804467724E-06 ,  -6.116281077E-02
 8.999999762E-01, 4.916475154E-03, 6.705864962E-06 ,  -6.797505170E-02
 8.999999762E-01, 4.930212162E-03, 1.107462685E-05 ,  -7.495063543E-02
 8.999999762E-01, 4.944441840E-03, 1.773543227E-05 ,  -8.208785206E-02
 8.999999762E-01, 4.959191196E-03, 2.707474596E-05 ,  -8.935067058E-02
 8.999999762E-01, 4.974484909E-03, 3.951533290E-05 ,  -9.668938071E-02
 8.999999762E-01, 4.990352783E-03, 5.586917541E-05 ,  -1.040768176E-01
 8.999999762E-01, 5.006821826E-03, 7.568504952E-05 ,  -1.114020646E-01
 8.999999762E-01, 5.023922771E-03, 9.884061728E-05 ,  -1.186328977E-01
 8.999999762E-01, 5.041685887E-03, 1.248308836E-04 ,  -1.257240772E-01
 8.999999762E-01, 5.060143769E-03, 1.525809494E-04 ,  -1.325190961E-01
 8.999999762E-01, 5.079329014E-03, 1.811332622E-04 ,  -1.390527934E-01
 8.999999762E-01, 5.099277012E-03, 2.094917436E-04 ,  -1.452918202E-01
 8.999999762E-01, 5.120023154E-03, 2.369726717E-04 ,  -1.511120200E-01
 8.999999762E-01, 5.141605157E-03, 2.629119845E-04 ,  -1.565799564E-01
 8.999999762E-01, 5.164061207E-03, 2.864987182E-04 ,  -1.617034674E-01
 8.999999762E-01, 5.187433213E-03, 3.078953305E-04 ,  -1.664467901E-01
 8.999999762E-01, 5.211762153E-03, 3.269801964E-04 ,  -1.708058417E-01
 8.999999762E-01, 5.237093195E-03, 3.435102990E-04 ,  -1.748510599E-01
 8.999999762E-01, 5.263471045E-03, 3.574834263E-04 ,  -1.785955727E-01
 8.999999762E-01, 5.290943198E-03, 3.692823229E-04 ,  -1.820331514E-01
 8.999999762E-01, 5.319559947E-03, 3.790310875E-04 ,  -1.851754487E-01
 8.999999762E-01, 5.349372979E-03, 3.868645290E-04 ,  -1.880804896E-01
 8.999999762E-01, 5.380435847E-03, 3.926634672E-04 ,  -1.907662451E-01
 8.999999762E-01, 5.412803963E-03, 3.968832607E-04 ,  -1.932490021E-01
 8.999999762E-01, 5.446536932E-03, 3.996531304E-04 ,  -1.955266148E-01
 8.999999762E-01, 5.481694825E-03, 4.010985722E-04 ,  -1.976214945E-01
 8.999999762E-01, 5.518341903E-03, 4.013288999E-04 ,  -1.995643824E-01
 8.999999762E-01, 5.556542892E-03, 4.003732465E-04 ,  -2.013677806E-01
 8.999999762E-01, 5.596369039E-03, 3.983509378E-04 ,  -2.030429393E-01
 8.999999762E-01, 5.637890194E-03, 3.953899140E-04 ,  -2.045999616E-01
 8.999999762E-01, 5.681180861E-03, 3.915464622E-04 ,  -2.060422748E-01
 8.999999762E-01, 5.726322066E-03, 3.868744825E-04 ,  -2.073744684E-01
 8.999999762E-01, 5.773392040E-03, 3.814160300E-04 ,  -2.086162567E-01
 8.999999762E-01, 5.822477862E-03, 3.752021585E-04 ,  -2.097739279E-01
 8.999999762E-01, 5.873668008E-03, 3.682455281E-04 ,  -2.108532041E-01
 8.999999762E-01, 5.927054211E-03, 3.605589445E-04 ,  -2.118594646E-01
 8.999999762E-01, 5.982732866E-03, 3.521829203E-04 ,  -2.127971798E-01
 8.999999762E-01, 6.040805019E-03, 3.431256337E-04 ,  -2.136706263E-01
 8.999999762E-01, 6.101374980E-03, 3.333912173E-04 ,  -2.144834548E-01
 8.999999762E-01, 6.164553110E-03, 3.229790600E-04 ,  -2.152342647E-01
 8.999999762E-01, 6.230452098E-03, 3.118864261E-04 ,  -2.159290910E-01
 8.999999762E-01, 6.299192086E-03, 3.001051082E-04 ,  -2.165730000E-01
 8.999999762E-01, 6.370896008E-03, 2.876256767E-04 ,  -2.171682566E-01
 8.999999762E-01, 6.445693783E-03, 2.744356752E-04 ,  -2.177167684E-01
 8.999999762E-01, 6.523721851E-03, 2.605204645E-04 ,  -2.182203382E-01
 8.999999762E-01, 6.605118979E-03, 2.458583913E-04 ,  -2.186803967E-01
 8.999999762E-01, 6.690035108E-03, 2.304311347E-04 ,  -2.190983444E-01
 8.999999762E-01, 6.778620183E-03, 2.142216254E-04 ,  -2.194752544E-01
 8.999999762E-01, 6.871034857E-03, 1.972067839E-04 ,  -2.198121995E-01
 8.999999762E-01, 6.967448164E-03, 1.793602714E-04 ,  -2.201099694E-01
 8.999999762E-01, 7.068032864E-03, 1.606581500E-04 ,  -2.203692943E-01
 8.999999762E-01, 7.172971033E-03, 1.410682162E-04 ,  -2.205906957E-01
 8.999999762E-01, 7.282450795E-03, 1.205605586E-04 ,  -2.207745314E-01
 8.999999762E-01, 7.396670990E-03, 9.910196968E-05 ,  -2.209204584E-01
 8.999999762E-01, 7.515838835E-03, 7.665740850E-05 ,  -2.210283130E-01
 8.999999762E-01, 7.640169002E-03, 5.319085903E-05 ,  -2.210994065E-01
 8.999999762E-01, 7.769885007E-03, 2.866647446E-05 ,  -2.211337388E-01
 8.999999762E-01, 7.905221544E-03, 3.043080596E-06 ,  -2.211311758E-01
 8.999999762E-01, 8.046424948E-03, -2.371961273E-05,  -2.210914940E-01
 8.999999762E-01, 8.193749003E-03, -5.166255505E-05,  -2.210143805E-01
 8.999999762E-01, 8.347459137E-03, -8.082519344E-05,  -2.208994478E-01
 8.999999762E-01, 8.507833816E-03, -1.112596074E-04,  -2.207461745E-01
 8.999999762E-01, 8.675163612E-03, -1.430140546E-04,  -2.205540091E-01
 8.999999762E-01, 8.849750273E-03, -1.761352760E-04,  -2.203223258E-01
 8.999999762E-01, 9.031908587E-03, -2.106778265E-04,  -2.200503200E-01
 8.999999762E-01, 9.221969172E-03, -2.466959995E-04,  -2.197371572E-01
 8.999999762E-01, 9.420273826E-03, -2.842444519E-04,  -2.193818837E-01
 8.999999762E-01, 9.627182968E-03, -3.233801981E-04,  -2.189834863E-01
 8.999999762E-01, 9.843070060E-03, -3.641617950E-04,  -2.185408026E-01
 8.999999762E-01, 1.006831974E-02, -4.066491674E-04,  -2.180526853E-01
 8.999999762E-01, 1.030335017E-02, -4.509087885E-04,  -2.175175697E-01
 8.999999762E-01, 1.054858975E-02, -4.970057053E-04,  -2.169340551E-01
 8.999999762E-01, 1.080446038E-02, -5.450018798E-04,  -2.163008451E-01
 8.999999762E-01, 1.107143983E-02, -5.949683837E-04,  -2.156162560E-01
 8.999999762E-01, 1.135000959E-02, -6.469785585E-04,  -2.148785293E-01
 8.999999762E-01, 1.164068002E-02, -7.010970148E-04,  -2.140858620E-01
 8.999999762E-01, 1.194395963E-02, -7.574014599E-04,  -2.132361829E-01
 8.999999762E-01, 1.226041000E-02, -8.159651188E-04,  -2.123273611E-01
 8.999999762E-01, 1.259060018E-02, -8.768477710E-04,  -2.113570869E-01
 8.999999762E-01, 1.293514017E-02, -9.401543066E-04,  -2.103229165E-01
 8.999999762E-01, 1.329462975E-02, -1.005962258E-03,  -2.092223167E-01
 8.999999762E-01, 1.366974041E-02, -1.074366155E-03,  -2.080523968E-01
 8.999999762E-01, 1.406113990E-02, -1.145448769E-03,  -2.068102509E-01
 8.999999762E-01, 1.446953975E-02, -1.219295198E-03,  -2.054925561E-01
 8.999999762E-01, 1.489568967E-02, -1.295996015E-03,  -2.040960938E-01
 8.999999762E-01, 1.534034964E-02, -1.375628053E-03,  -2.026175708E-01
 8.999999762E-01, 1.580432989E-02, -1.458299113E-03,  -2.010530531E-01
 8.999999762E-01, 1.628847048E-02, -1.544099185E-03,  -1.993985176E-01
 8.999999762E-01, 1.679366082E-02, -1.633072156E-03,  -1.976495832E-01
 8.999999762E-01, 1.732080057E-02, -1.725369017E-03,  -1.958017647E-01
 8.999999762E-01, 1.787086017E-02, -1.821090933E-03,  -1.938500553E-01
 8.999999762E-01, 1.844483055E-02, -1.920360373E-03,  -1.917889714E-01
 8.999999762E-01, 1.904376037E-02, -2.023237059E-03,  -1.896131784E-01
 8.999999762E-01, 1.966873929E-02, -2.129839268E-03,  -1.873167008E-01
 8.999999762E-01, 2.032090910E-02, -2.240275964E-03,  -1.848930568E-01
 8.999999762E-01, 2.100145072E-02, -2.354555298E-03,  -1.823353767E-01
 8.999999762E-01, 2.171161957E-02, -2.472870983E-03,  -1.796361506E-01
 8.999999762E-01, 2.245270088E-02, -2.595326165E-03,  -1.767872572E-01
 8.999999762E-01, 2.322605997E-02, -2.722020959E-03,  -1.737802476E-01
 8.999999762E-01, 2.403311059E-02, -2.853065729E-03,  -1.706060022E-01
 8.999999762E-01, 2.487535030E-02, -2.988504246E-03,  -1.672544628E-01
 8.999999762E-01, 2.575433068E-02, -3.128444543E-03,  -1.637148410E-01
 8.999999762E-01, 2.667167038E-02, -3.273008391E-03,  -1.599758118E-01
 8.999999762E-01, 2.762909979E-02, -3.422372043E-03,  -1.560240239E-01
 8.999999762E-01, 2.862839960E-02, -3.576606279E-03,  -1.518457979E-01
 8.999999762E-01, 2.967146039E-02, -3.735699691E-03,  -1.474258602E-01
 8.999999762E-01, 3.076026030E-02, -3.899852978E-03,  -1.427483112E-01
 8.999999762E-01, 3.189688176E-02, -4.069277551E-03,  -1.377942413E-01
 8.999999762E-01, 3.308350965E-02, -4.244071897E-03,  -1.325429231E-01
 8.999999762E-01, 3.432247043E-02, -4.424321465E-03,  -1.269719601E-01
 8.999999762E-01, 3.561620042E-02, -4.610208794E-03,  -1.210586950E-01
 8.999999762E-01, 3.696727008E-02, -4.802236333E-03,  -1.147709414E-01
 8.999999762E-01, 3.837836906E-02, -5.000423174E-03,  -1.080781743E-01
 8.999999762E-01, 3.985235095E-02, -5.205136258E-03,  -1.009477675E-01
 8.999999762E-01, 4.139221087E-02, -5.417199340E-03,  -9.333209693E-02
 8.999999762E-01, 4.300108179E-02, -5.636842456E-03,  -8.518666029E-02
 8.999999762E-01, 4.468221962E-02, -5.865067709E-03,  -7.645692676E-02
 8.999999762E-01, 4.643902928E-02, -6.102999672E-03,  -6.707137823E-02
 8.999999762E-01, 4.827500880E-02, -6.351693068E-03,  -5.696039274E-02
 8.999999762E-01, 5.019374937E-02, -6.613438949E-03,  -4.601966590E-02
 8.999999762E-01, 5.219893157E-02, -6.898468360E-03,  -3.413758054E-02
 8.999999762E-01, 5.429423973E-02, -7.217553910E-03,  -2.112505026E-02
 8.999999762E-01, 5.648338050E-02, -7.500610314E-03,  -6.686411332E-03
 8.999999762E-01, 5.877003819E-02, -7.795770653E-03,  9.615149349E-03 
 8.999999762E-01, 6.115781888E-02, -8.134441450E-03,  2.826576866E-02 
 8.999999762E-01, 6.365024298E-02, -8.526833728E-03,  4.987780377E-02 
 8.999999762E-01, 6.625063717E-02, -8.979508653E-03,  7.517344505E-02 
 8.999999762E-01, 6.896223128E-02, -9.498751722E-03,  1.050148532E-01 
 8.999999762E-01, 7.178795338E-02, -1.009042375E-02,  1.401940733E-01 
 8.999999762E-01, 7.473027706E-02, -1.075093728E-02,  1.811704338E-01 
 8.999999762E-01, 7.779047638E-02, -1.146455109E-02,  2.277416587E-01 
 8.999999762E-01, 8.096694201E-02, -1.222211588E-02,  2.790221870E-01 
 8.999999762E-01, 8.427389711E-02, -1.303459797E-02,  3.340805173E-01 
 8.999999762E-01, 8.772230893E-02, -1.394794229E-02,  3.923724592E-01 
 8.999999762E-01, 9.130211174E-02, -1.477910858E-02,  4.543686211E-01 
 8.999999762E-01, 9.502130747E-02, -1.489310991E-02,  5.220910311E-01 
 8.999999762E-01, 9.888824075E-02, -1.455696672E-02,  5.970849395E-01 
 8.999999762E-01, 1.029111966E-01, -1.337785274E-02,  6.790578365E-01 
 8.999999762E-01, 1.070991978E-01, -1.117775310E-02,  7.655268312E-01 
 8.999999762E-01, 1.114614010E-01, -8.160820231E-03,  8.510964513E-01 
 8.999999762E-01, 1.160079986E-01, -5.086650606E-03,  9.276015759E-01 
 8.999999762E-01, 1.207493991E-01, -2.760616830E-03,  9.873309135E-01 
 8.999999762E-01, 1.256963015E-01, -1.407783362E-03,  1.027858973E+00 
 8.999999762E-01, 1.308601052E-01, -7.828366943E-04,  1.053372979E+00 
 8.999999762E-01, 1.362521052E-01, -5.614758120E-04,  1.070855260E+00 
 8.999999762E-01, 1.418837011E-01, -5.130602513E-04,  1.085605860E+00 
 8.999999762E-01, 1.477663964E-01, -5.058048991E-04,  1.099956989E+00 
 8.999999762E-01, 1.539113969E-01, -4.772061366E-04,  1.114268422E+00 
 8.999999762E-01, 1.603302062E-01, -4.081086372E-04,  1.128031731E+00 
 8.999999762E-01, 1.670340002E-01, -3.054513072E-04,  1.140404105E+00 
 8.999999762E-01, 1.740344018E-01, -1.913834712E-04,  1.150486708E+00 
 8.999999762E-01, 1.813434064E-01, -9.195283928E-05,  1.157573819E+00 
 8.999999762E-01, 1.889735013E-01, -2.519371264E-05,  1.161494613E+00 
 8.999999762E-01, 1.969376951E-01, 6.348305305E-06 ,  1.162706137E+00 
 8.999999762E-01, 2.052499056E-01, 1.336244623E-05 ,  1.162153363E+00 
 8.999999762E-01, 2.139246017E-01, 9.876153854E-06 ,  1.160838723E+00 
 8.999999762E-01, 2.229773998E-01, 5.187434908E-06 ,  1.159469604E+00 
 8.999999762E-01, 2.324240953E-01, 2.290355269E-06 ,  1.158329844E+00 
 8.999999762E-01, 2.422818989E-01, 9.367026905E-07 ,  1.157403469E+00 
 8.999999762E-01, 2.525681853E-01, 3.690656172E-07 ,  1.156574726E+00 
 8.999999762E-01, 2.633016109E-01, 1.383584731E-07 ,  1.155754924E+00 
 8.999999762E-01, 2.745014131E-01, 4.844724089E-08 ,  1.154912591E+00 
 8.999999762E-01, 2.861877084E-01, 1.602170840E-08 ,  1.154049039E+00 
 8.999999762E-01, 2.983815968E-01, 5.410329518E-09 ,  1.153172016E+00 
 8.999999762E-01, 3.111050129E-01, 2.253527587E-09 ,  1.152283907E+00 
 8.999999762E-01, 3.243809044E-01, 1.374075409E-09 ,  1.151382565E+00 
 8.999999762E-01, 3.382331133E-01, 1.128127924E-09 ,  1.150465369E+00 
 8.999999762E-01, 3.526866138E-01, 1.044279552E-09 ,  1.149529696E+00 
 8.999999762E-01, 3.677673936E-01, 9.984166827E-10 ,  1.148575306E+00 
 8.999999762E-01, 3.835028112E-01, 9.614614660E-10 ,  1.147602081E+00 
 8.999999762E-01, 3.999210894E-01, 9.265443413E-10 ,  1.146610618E+00 
 8.999999762E-01, 4.170519114E-01, 8.916822281E-10 ,  1.145603657E+00 
 8.999999762E-01, 4.349260032E-01, 8.559618569E-10 ,  1.144583583E+00 
 8.999999762E-01, 4.535757899E-01, 8.186940570E-10 ,  1.143554688E+00 
 8.999999762E-01, 4.730347991E-01, 7.792931855E-10 ,  1.142522097E+00 
 8.999999762E-01, 4.933381081E-01, 7.372706889E-10 ,  1.141492486E+00 
 8.999999762E-01, 5.145223141E-01, 6.922179496E-10 ,  1.140473604E+00 
 8.999999762E-01, 5.366256237E-01, 6.437250177E-10 ,  1.139474988E+00 
 8.999999762E-01, 5.596877933E-01, 5.913323164E-10 ,  1.138508201E+00 
 8.999999762E-01, 5.837504864E-01, 5.341459497E-10 ,  1.137585998E+00 
 8.999999762E-01, 6.088572145E-01, 4.705236756E-10 ,  1.136727452E+00 
 8.999999762E-01, 6.350529790E-01, 3.985043684E-10 ,  1.135952115E+00 
 8.999999762E-01, 6.623851061E-01, 3.175620322E-10 ,  1.135288596E+00 
 8.999999762E-01, 6.909028888E-01, 2.340412308E-10 ,  1.134741783E+00 
 8.999999762E-01, 7.206577063E-01, 1.431950947E-10 ,  1.134359956E+00 
 8.999999762E-01, 7.517030835E-01, 1.286092673E-11 ,  1.134248376E+00 
 8.999999762E-01, 7.840952277E-01, -2.258877529E-10,  1.135067582E+00 
 8.999999762E-01, 8.178923726E-01, -4.388530095E-10,  1.136961579E+00 
 8.999999762E-01, 8.531563878E-01, -1.528021376E-09,  1.138418078E+00 
 8.999999762E-01, 8.899599910E-01, 0.000000000E+00 ,  1.139912605E+00 
 1.000000000E+00, 7.713619561E-05, 1.450787636E-06 ,  -5.647046492E-02
 1.000000000E+00, 1.361542847E-03, 3.460972221E-04 ,  -2.377596051E-01
 1.000000000E+00, 2.645949367E-03, -4.709569475E-05,  -2.405779809E-01
 1.000000000E+00, 3.930355888E-03, -4.422412312E-04,  -2.383750975E-01
 1.000000000E+00, 5.214762874E-03, -8.347000112E-04,  -2.347194403E-01
 1.000000000E+00, 6.499169394E-03, -1.222749241E-03,  -2.303973734E-01
 1.000000000E+00, 7.783575915E-03, -1.606560196E-03,  -2.256867886E-01
 1.000000000E+00, 9.067982435E-03, -1.985326642E-03,  -2.207138687E-01
 1.000000000E+00, 1.035238896E-02, -2.357996302E-03,  -2.155313939E-01
 1.000000000E+00, 1.163679548E-02, -2.725685947E-03,  -2.101737261E-01
 1.000000000E+00, 1.292120293E-02, -3.087071003E-03,  -2.046554238E-01
 1.000000000E+00, 1.420560945E-02, -3.442817833E-03,  -1.989872307E-01
 1.000000000E+00, 1.549001597E-02, -3.792682197E-03,  -1.931736469E-01
 1.000000000E+00, 1.677442156E-02, -4.136908334E-03,  -1.872146279E-01
 1.000000000E+00, 1.805882901E-02, -4.475486465E-03,  -1.811152548E-01
 1.000000000E+00, 1.934323646E-02, -4.808764905E-03,  -1.748636067E-01
 1.000000000E+00, 2.062764205E-02, -5.137260538E-03,  -1.684636623E-01
 1.000000000E+00, 2.191204950E-02, -5.460619926E-03,  -1.619119644E-01
 1.000000000E+00, 2.319645509E-02, -5.778575782E-03,  -1.552135944E-01
 1.000000000E+00, 2.448086254E-02, -6.091471296E-03,  -1.483407915E-01
 1.000000000E+00, 2.576526813E-02, -6.399512757E-03,  -1.413104385E-01
 1.000000000E+00, 2.704967558E-02, -6.702511571E-03,  -1.341204941E-01
 1.000000000E+00, 2.833408304E-02, -7.000847720E-03,  -1.267589331E-01
 1.000000000E+00, 2.961848862E-02, -7.294239011E-03,  -1.192272529E-01
 1.000000000E+00, 3.090289608E-02, -7.583167404E-03,  -1.115119532E-01
 1.000000000E+00, 3.218730167E-02, -7.867245004E-03,  -1.036135331E-01
 1.000000000E+00, 3.347170725E-02, -8.146569133E-03,  -9.552752227E-02
 1.000000000E+00, 3.475611657E-02, -8.421407081E-03,  -8.724738657E-02
 1.000000000E+00, 3.604052216E-02, -8.691247553E-03,  -7.877709717E-02
 1.000000000E+00, 3.732492775E-02, -8.956018835E-03,  -7.011917979E-02
 1.000000000E+00, 3.860933334E-02, -9.216479957E-03,  -6.127052009E-02
 1.000000000E+00, 3.989374265E-02, -9.479074739E-03,  -5.216687173E-02
 1.000000000E+00, 4.117814824E-02, -9.748868644E-03,  -4.282528535E-02
 1.000000000E+00, 4.246255383E-02, -1.003909297E-02,  -3.323528916E-02
 1.000000000E+00, 4.374696314E-02, -1.026554126E-02,  -2.338864654E-02
 1.000000000E+00, 4.503136873E-02, -1.046513766E-02,  -1.287305355E-02
 1.000000000E+00, 4.631577432E-02, -1.067282073E-02,  -1.942647272E-03
 1.000000000E+00, 4.760017991E-02, -1.088075992E-02,  9.381526150E-03 
 1.000000000E+00, 4.888458923E-02, -1.108810771E-02,  2.153171226E-02 
 1.000000000E+00, 5.016899481E-02, -1.129097212E-02,  3.399118036E-02 
 1.000000000E+00, 5.145340040E-02, -1.148954965E-02,  4.698132351E-02 
 1.000000000E+00, 5.273780972E-02, -1.168413740E-02,  6.049136817E-02 
 1.000000000E+00, 5.402221531E-02, -1.187026314E-02,  7.423604280E-02 
 1.000000000E+00, 5.530662090E-02, -1.205496397E-02,  8.868654072E-02 
 1.000000000E+00, 5.659102648E-02, -1.222709846E-02,  1.032449156E-01 
 1.000000000E+00, 5.787543580E-02, -1.239827368E-02,  1.184950396E-01 
 1.000000000E+00, 5.915984139E-02, -1.255701948E-02,  1.338677108E-01 
 1.000000000E+00, 6.044424698E-02, -1.271346211E-02,  1.498754174E-01 
 1.000000000E+00, 6.172865629E-02, -1.285574585E-02,  1.660238802E-01 
 1.000000000E+00, 6.301306188E-02, -1.299581863E-02,  1.828194261E-01 
 1.000000000E+00, 6.429746747E-02, -1.311743446E-02,  1.996994615E-01 
 1.000000000E+00, 6.558187306E-02, -1.323990058E-02,  2.172950655E-01 
 1.000000000E+00, 6.686627865E-02, -1.333639119E-02,  2.348782867E-01 
 1.000000000E+00, 6.815068424E-02, -1.343530230E-02,  2.532091141E-01 
 1.000000000E+00, 6.943509728E-02, -1.350840554E-02,  2.715677619E-01 
 1.000000000E+00, 7.071950287E-02, -1.357801910E-02,  2.904007733E-01 
 1.000000000E+00, 7.200390846E-02, -1.363085397E-02,  3.094382584E-01 
 1.000000000E+00, 7.328831404E-02, -1.366866659E-02,  3.286491632E-01 
 1.000000000E+00, 7.457271963E-02, -1.370537281E-02,  3.481972814E-01 
 1.000000000E+00, 7.585712522E-02, -1.371219009E-02,  3.677529991E-01 
 1.000000000E+00, 7.714153081E-02, -1.372125559E-02,  3.875407577E-01 
 1.000000000E+00, 7.842594385E-02, -1.371375564E-02,  4.073692560E-01 
 1.000000000E+00, 7.971034944E-02, -1.369710080E-02,  4.272072315E-01 
 1.000000000E+00, 8.099475503E-02, -1.368269417E-02,  4.470412433E-01 
 1.000000000E+00, 8.227916062E-02, -1.364964806E-02,  4.668881893E-01 
 1.000000000E+00, 8.356356621E-02, -1.361868344E-02,  4.865700305E-01 
 1.000000000E+00, 8.484797180E-02, -1.358935051E-02,  5.061745644E-01 
 1.000000000E+00, 8.613237739E-02, -1.355725341E-02,  5.257937312E-01 
 1.000000000E+00, 8.741679043E-02, -1.352742780E-02,  5.450762510E-01 
 1.000000000E+00, 8.870119601E-02, -1.350462902E-02,  5.643222332E-01 
 1.000000000E+00, 8.998560160E-02, -1.349010319E-02,  5.835881233E-01 
 1.000000000E+00, 9.127000719E-02, -1.347768866E-02,  6.026732922E-01 
 1.000000000E+00, 9.255441278E-02, -1.340350509E-02,  6.217740178E-01 
 1.000000000E+00, 9.383881837E-02, -1.323694922E-02,  6.409053802E-01 
 1.000000000E+00, 9.512322396E-02, -1.306993049E-02,  6.603025794E-01 
 1.000000000E+00, 9.640763700E-02, -1.284347568E-02,  6.797669530E-01 
