# CFL3D results for NASA wall-mounted hump, 817 x 217 grid, no plenum, SST model
#VARIABLES = "x","cf"
#zone, t="CFL3D"
x,cf
  0.115505636E+01, -0.103038247E-02
  0.115874314E+01, -0.999716809E-03
  0.116250825E+01, -0.968013192E-03
  0.116635370E+01, -0.935270684E-03
  0.117028129E+01, -0.901481370E-03
  0.117429292E+01, -0.866639835E-03
  0.117839074E+01, -0.830741017E-03
  0.118257654E+01, -0.793781073E-03
  0.118685269E+01, -0.755758025E-03
  0.119122100E+01, -0.716672512E-03
  0.119568384E+01, -0.676528085E-03
  0.120024335E+01, -0.635331904E-03
  0.120490181E+01, -0.593095028E-03
  0.120966136E+01, -0.549832417E-03
  0.121452451E+01, -0.505563279E-03
  0.121949375E+01, -0.460310694E-03
  0.122457123E+01, -0.414099923E-03
  0.122975981E+01, -0.366957742E-03
  0.123506176E+01, -0.318914012E-03
  0.124047983E+01, -0.270003075E-03
  0.124601674E+01, -0.220264657E-03
  0.125167513E+01, -0.169744191E-03
  0.125745785E+01, -0.118493357E-03
  0.126336777E+01, -0.665700645E-04
  0.126940787E+01, -0.140349439E-04
  0.127558088E+01,  0.390508794E-04
  0.128189015E+01,  0.926231660E-04
  0.128833866E+01,  0.146612671E-03
  0.129492950E+01,  0.200944894E-03
  0.130166614E+01,  0.255539140E-03
  0.130855179E+01,  0.310309348E-03
  0.131558979E+01,  0.365169457E-03
  0.132278371E+01,  0.420035911E-03
  0.133013713E+01,  0.474823843E-03
  0.133765364E+01,  0.529445417E-03
  0.134533691E+01,  0.583808927E-03
  0.135319078E+01,  0.637818943E-03
  0.136121905E+01,  0.691384193E-03
  0.136942589E+01,  0.744420046E-03
  0.137781513E+01,  0.796844717E-03
  0.138639104E+01,  0.848575961E-03
  0.139515781E+01,  0.899528386E-03
  0.140411973E+01,  0.949621201E-03
  0.141328144E+01,  0.998785603E-03
  0.142264724E+01,  0.104696036E-02
  0.143222177E+01,  0.109408621E-02
  0.144200981E+01,  0.114010216E-02
  0.145201623E+01,  0.118495419E-02
  0.146224606E+01,  0.122860423E-02
  0.147270417E+01,  0.127102190E-02
  0.148339570E+01,  0.131217658E-02
  0.149432611E+01,  0.135204045E-02
  0.150550079E+01,  0.139059627E-02
  0.151692510E+01,  0.142783951E-02
  0.152860475E+01,  0.146376970E-02
  0.154054558E+01,  0.149838359E-02
  0.155275345E+01,  0.153168489E-02
  0.156523430E+01,  0.156369200E-02
  0.157799447E+01,  0.159442646E-02
  0.159104025E+01,  0.162390550E-02
  0.160437787E+01,  0.165214983E-02
  0.161801410E+01,  0.167919172E-02
  0.163195562E+01,  0.170506677E-02
  0.164620936E+01,  0.172980642E-02
  0.166078234E+01,  0.175344141E-02
  0.167568171E+01,  0.177600991E-02
  0.169091499E+01,  0.179755385E-02
  0.170648944E+01,  0.181811035E-02
  0.172241306E+01,  0.183771399E-02
  0.173869348E+01,  0.185640308E-02
  0.175533879E+01,  0.187422009E-02
  0.177235734E+01,  0.189120497E-02
  0.178975737E+01,  0.190739171E-02
  0.180754757E+01,  0.192281685E-02
  0.182573676E+01,  0.193752127E-02
  0.184433377E+01,  0.195154303E-02
  0.186334801E+01,  0.196491345E-02
  0.188278866E+01,  0.197766395E-02
  0.190266550E+01,  0.198982935E-02
  0.192298830E+01,  0.200144504E-02
  0.194376695E+01,  0.201254152E-02
  0.196501195E+01,  0.202314579E-02
  0.198673368E+01,  0.203328650E-02
  0.200894284E+01,  0.204299460E-02
  0.203165054E+01,  0.205229735E-02
  0.205486774E+01,  0.206121686E-02
  0.207860613E+01,  0.206977292E-02
  0.210287738E+01,  0.207796972E-02
  0.212769341E+01,  0.208578329E-02
  0.215306664E+01,  0.209318683E-02
  0.217900944E+01,  0.210019643E-02
  0.220553470E+01,  0.210686796E-02
  0.223265576E+01,  0.211325730E-02
  0.226038551E+01,  0.211939728E-02
  0.228873801E+01,  0.212531094E-02
  0.231772709E+01,  0.213102018E-02
  0.234736729E+01,  0.213654619E-02
  0.237767315E+01,  0.214190595E-02
  0.240865946E+01,  0.214710878E-02
  0.244034171E+01,  0.215216330E-02
  0.247273564E+01,  0.215707789E-02
  0.250585699E+01,  0.216185534E-02
  0.253972244E+01,  0.216649869E-02
  0.257434845E+01,  0.217101723E-02
  0.260975218E+01,  0.217542052E-02
  0.264595127E+01,  0.217971252E-02
  0.268296361E+01,  0.218389602E-02
  0.272080731E+01,  0.218797685E-02
  0.275950098E+01,  0.219196151E-02
  0.279906392E+01,  0.219585351E-02
  0.283951569E+01,  0.219965493E-02
  0.288087630E+01,  0.220336369E-02
  0.292316604E+01,  0.220697955E-02
  0.296640611E+01,  0.221050670E-02
  0.301061726E+01,  0.221395073E-02
  0.305582190E+01,  0.221731444E-02
  0.310204220E+01,  0.222059828E-02
  0.314930105E+01,  0.222380296E-02
  0.319762158E+01,  0.222692895E-02
  0.324702787E+01,  0.222997623E-02
  0.329754424E+01,  0.223294529E-02
  0.334919572E+01,  0.223583961E-02
  0.340200758E+01,  0.223866943E-02
  0.345600629E+01,  0.224144664E-02
  0.351121831E+01,  0.224417122E-02
  0.356767082E+01,  0.224680803E-02
  0.362539196E+01,  0.224926765E-02
  0.368441010E+01,  0.225142250E-02
  0.374475455E+01,  0.225319038E-02
  0.380645490E+01,  0.225465489E-02
  0.386954165E+01,  0.225649565E-02
  0.393404603E+01,  0.225919019E-02
